response,sample_proportion,variable,num_sign_std,mean_OR_std,SD_OR_std,num_retain_stepwise,num_sign_stepwise,mean_OR_stepwise,SD_OR_stepwise,num_retain_lasso,num_sign_lasso,mean_OR_lasso,SD_OR_lasso,mean_OR_std_lasso,dif_OR_14,mean_OR_stepwise_lasso,dif_OR_16,var_description
persistent,0.1194743130227,treatment,76,2.36069295439673,0.805982894576185,91,78,2.34568900845042,0.643472765141085,100,76,2.36041518204944,0.805820124779322,2.36069295439673,-0.000277772347289762,2.34568900845042,0.0147261735990201,NA
persistent,0.1194743130227,age,11,0.994559264514506,0.0180287001901216,20,11,0.989220191248602,0.0318146529642226,100,11,0.994556156269102,0.0180243016167814,0.994559264514506,-3.10824540405985e-06,0.989220191248602,0.00533596502049982,NA
persistent,0.1194743130227,der_sex_female,3,1.03437743376474,0.399560760633895,13,3,0.783168655085668,0.677691674928982,100,3,1.0344410770451,0.399526690724574,1.03437743376474,6.36432803573506e-05,0.783168655085668,0.251272421959431,Female
persistent,0.1194743130227,pre_rx_any,6,0.994264696256986,0.394481999061447,20,8,0.852734330290861,0.561233018691287,100,6,0.994287008117251,0.394365952366606,0.994264696256986,2.2311860265245e-05,0.852734330290861,0.14155267782639,Boolean for pre-index DMT use (max of pre_rx1-pre_rx11)
persistent,0.1194743130227,pat_region_E,6,1.06951961260274,0.848157282258765,19,8,1.22624094550817,1.386503096953,100,6,1.06943984923879,0.847363628218408,1.06951961260274,-7.97633639459949e-05,1.22624094550817,-0.156801096269384,Region: Northeast
persistent,0.1194743130227,pat_region_MW,5,0.935756224340914,0.678613971183513,24,16,0.763975456763008,0.936849358360571,100,5,0.93583450308955,0.678253853861267,0.935756224340914,7.82787486358627e-05,0.763975456763008,0.171859046326542,Region: Midwest
persistent,0.1194743130227,pat_region_S,2,1.0308582209141,0.697532692411245,17,3,1.0704978533909,1.30379922332647,100,2,1.03079941436578,0.696955907286186,1.0308582209141,-5.88065483240197e-05,1.0704978533909,-0.0396984390251161,Region: South
persistent,0.1194743130227,idx_paytype_C,12,652001.19146639,6519971.45676436,27,14,2301570.60282525,11959278.1220379,100,12,26.427609992728,224.045918095618,652001.19146639,-651974.763856397,2301570.60282525,-2301544.17521526,Index Payer type: Commercial
persistent,0.1194743130227,idx_paytype_S,9,583682.224125775,5836775.94303712,26,11,2122006.93330938,10820109.4770786,100,9,24.6727528008067,200.714619491644,583682.224125775,-583657.551372974,2122006.93330938,-2121982.26055658,Index Payer type: Self-insured
persistent,0.1194743130227,idx_prodtype_H,1,1.21762772146724,1.15589037642934,18,2,0.953076569588233,1.48382897125625,100,1,1.21769669257053,1.15388316798346,1.21762772146724,6.89711032932916e-05,0.953076569588233,0.264620122982301,Index Provider type: Health Maintenance Organization
persistent,0.1194743130227,idx_prodtype_P,0,0.971828577562116,0.737912764287746,21,8,0.542427941225726,0.813396218476,100,0,0.97181070547271,0.736370854411273,0.971828577562116,-1.787208940629e-05,0.542427941225726,0.429382764246984,Index Provider type: Preferred Provided Organization
persistent,0.1194743130227,idx_prodtype_S,3,144803.245432459,1166507.19442578,24,7,632340.172666654,2353344.60048848,100,3,56.9783442174431,439.625432652018,144803.245432459,-144746.267088242,632340.172666654,-632283.194322437,Index Provider type: Point of Service
persistent,0.1194743130227,idx_spec_01,2,227396.409010035,1637349.17074429,29,2,715461.104389427,2697217.15105701,100,2,106.782708605287,799.781137216001,227396.409010035,-227289.62630143,715461.104389427,-715354.321680822,Index Prescribing physician specialty: General practice/Family practice 
persistent,0.1194743130227,idx_spec_02,1,1.02465872065604,1.91672386926022,35,6,0.585654463831422,1.58219618183309,100,1,1.02501264910876,1.91061069406586,1.02465872065604,0.00035392845272364,0.585654463831422,0.439358185277339,Index Prescribing physician specialty: Internal medicine
persistent,0.1194743130227,idx_spec_03,1,0.769395129206027,1.11820271836547,44,9,0.506027071305502,1.0660019537171,100,1,0.770944649493124,1.11328005744118,0.769395129206027,0.00154952028709743,0.506027071305502,0.264917578187622,Index Prescribing physician specialty: Neurology
persistent,0.1194743130227,idx_spec_04,0,0.809449439619384,1.08186115366001,36,3,0.439302161076894,0.958423585273683,100,0,0.811369489125824,1.07692125818594,0.809449439619384,0.00192004950644065,0.439302161076894,0.372067328048931,Index Prescribing physician specialty: Other
